"","Pressure"
"1",320.625
"2",244.8438
"3",244.375
"4",332.9688
"5",332.9688
"6",332.9688
"7",267.8125
"8",253.4375
"9",251.0938
"10",251.0938
"11",335.4688
"12",335.3125
"13",314.2188
"14",314.375
"15",314.375
"16",243.5938
"17",243.5938
"18",243.75
"19",302.3438
"20",302.5
"21",233.75
"22",273.125
"23",273.2813
"24",305.4688
"25",305.4688
"26",230.625
"27",258.75
"28",231.0938
"29",251.25
"30",219.2188
"31",201.4063
"32",234.0625
"33",316.7188
"34",316.7188
"35",268.4375
"36",216.0938
"37",289.8438
"38",293.2813
"39",227.0313
"40",226.5625
"41",223.5938
"42",232.1875
"43",232.1875
"44",295.625
"45",295.625
"46",229.6875
"47",235.4688
"48",268.4375
"49",312.9688
"50",312.9688
"51",313.125
"52",223.75
"53",223.75
"54",235.625
"55",262.3438
"56",243.4375
"57",243.4375
"58",243.4375
"59",212.6563
"60",277.3438
"61",246.0938
"62",246.0938
"63",227.1875
"64",220
"65",220.1563
"66",236.25
"67",250
"68",307.5
"69",330.4688
"70",275.7813
"71",251.5625
"72",251.5625
"73",251.5625
"74",301.875
"75",302.0313
"76",224.2188
"77",247.9688
"78",238.5938
"79",238.5938
"80",193.9063
"81",193.9063
"82",237.5
"83",255.1563
"84",280.7813
"85",225.7813
"86",225.7813
"87",283.4375
"88",268.4375
"89",234.8438
"90",234.8438
"91",208.75
"92",259.0625
"93",259.2188
"94",255.9375
"95",259.5313
"96",224.6875
"97",217.6563
"98",254.6875
"99",268.5938
"100",268.5938
"101",270.1563
"102",232.6563
"103",243.125
"104",300.7813
"105",242.6563
"106",226.875
"107",220
"108",235.9375
"109",235.9375
"110",242.6563
"111",269.0625
"112",274.375
"113",219.8438
"114",219.8438
"115",219.6875
"116",260.9375
"117",350.3125
"118",264.8438
"119",264.8438
"120",330.3125
"121",330.4688
"122",330.4688
"123",259.6875
"124",254.6875
"125",254.6875
"126",315.625
"127",315.625
"128",315.625
"129",232.6563
"130",233.125
"131",233.125
"132",218.9063
"133",224.5313
"134",224.5313
"135",224.6875
"136",359.6875
"137",259.375
"138",259.375
"139",237.9688
"140",240.7813
"141",248.4375
"142",248.4375
"143",325.4688
"144",325.4688
"145",241.7188
"146",227.8125
"147",227.8125
"148",254.6875
"149",254.6875
"150",288.125
"151",267.8125
"152",273.4375
"153",231.875
"154",283.2813
"155",283.2813
"156",260.9375
"157",260.9375
"158",205.625
"159",205.625
"160",323.125
"161",290.7813
"162",290.7813
"163",255.9375
"164",256.0938
"165",219.8438
"166",219.8438
"167",238.2813
"168",242.3438
"169",227.3438
"170",227.1875
"171",236.7188
"172",273.125
"173",250.9375
"174",309.5313
"175",309.5313
"176",261.0938
"177",260.9375
"178",233.5938
"179",240.3125
"180",241.0938
"181",272.0313
"182",236.5625
"183",236.5625
"184",275.1563
"185",275.1563
"186",275
"187",251.5625
"188",251.5625
"189",307.9688
"190",307.9688
"191",211.5625
"192",228.4375
"193",229.0625
"194",229.0625
"195",266.5625
"196",373.4375
"197",340.4688
"198",320.625
"199",221.4063
"200",224.0625
"201",216.25
"202",215.1563
"203",255.625
"204",255.625
"205",255.7813
"206",285.7813
"207",303.9063
"208",325.4688
"209",225.3125
"210",239.8438
"211",239.6875
"212",239.6875
"213",239.6875
"214",208.9063
"215",269.5313
"216",243.9063
"217",252.0313
"218",252.1875
"219",259.375
"220",320.625
"221",312.9688
"222",313.125
"223",313.125
"224",313.125
"225",312.9688
"226",224.6875
"227",228.5938
"228",227.5
"229",236.0938
"230",276.0938
"231",220
"232",220
"233",219.375
"234",408.75
"235",260.4688
"236",300.625
"237",300.7813
"238",233.75
"239",233.5938
"240",305.625
"241",347.8125
"242",347.8125
"243",283.2813
"244",260.3125
"245",226.5625
"246",226.5625
"247",254.375
"248",252.1875
"249",252.1875
"250",288.125
"251",288.125
"252",272.1875
"253",272.1875
"254",249.8438
"255",388.4375
"256",230.7813
"257",287.9688
"258",254.6875
"259",254.6875
"260",361.4063
"261",361.4063
"262",241.0938
"263",265.3125
"264",265.625
"265",275.9375
"266",250.9375
"267",241.875
"268",233.5938
"269",272.3438
"270",272.3438
"271",252.1875
"272",263.4375
"273",253.2813
"274",253.4375
"275",253.2813
"276",238.2813
"277",454.8438
"278",260.9375
"279",260.9375
"280",260.9375
"281",226.0938
"282",329.2188
"283",329.2188
"284",286.875
"285",305.625
"286",305.625
"287",305.625
"288",333.75
"289",273.9063
"290",226.4063
"291",226.4063
"292",251.7188
"293",251.7188
"294",223.5938
"295",221.875
"296",238.5938
"297",238.5938
"298",355.3125
"299",362.6563
"300",229.5313
"301",227.5
"302",269.5313
"303",256.5625
"304",260.9375
"305",248.5938
"306",248.5938
"307",248.5938
"308",248.5938
"309",241.0938
"310",207.5
"311",298.125
"312",253.4375
"313",223.75
"314",223.75
"315",357.8125
"316",357.8125
"317",255.1563
"318",275.4688
"319",240.3125
"320",298.125
"321",298.125
"322",264.6875
"323",261.7188
"324",261.7188
"325",271.7188
"326",271.7188
"327",233.125
"328",281.7188
"329",342.8125
"330",251.7188
"331",201.4063
"332",248.5938
"333",251.5625
"334",246.5625
"335",246.5625
"336",246.5625
"337",337.9688
"338",240.9375
"339",270
"340",290.625
"341",225.4688
"342",225.4688
"343",312.9688
"344",228.9063
"345",228.9063
"346",398.5938
"347",257.1875
"348",245.625
"349",245.625
"350",292.9688
"351",240.7813
"352",268.2813
"353",236.25
"354",236.25
"355",281.4063
"356",235.4688
"357",213.4375
"358",340.4688
"359",250.7813
"360",250.7813
"361",254.0625
"362",478.2813
"363",490.7813
"364",490.7813
"365",255.1563
"366",236.5625
"367",249.6875
"368",226.0938
"369",226.4063
"370",226.5625
"371",340.3125
"372",254.6875
"373",254.6875
"374",238.75
"375",218.9063
"376",218.2813
"377",218.2813
"378",252.6563
"379",250.9375
"380",193.9063
"381",275.9375
"382",236.0938
"383",236.0938
"384",235.9375
"385",261.25
"386",232.0313
"387",252.5
"388",246.875
"389",231.25
"390",231.25
"391",230.7813
"392",230.7813
"393",240.7813
"394",472.9688
"395",214.0625
"396",230.9375
"397",230.9375
"398",305.625
"399",249.375
"400",238.75
"401",201.4063
"402",201.4063
"403",201.4063
"404",252.5
"405",252.6563
"406",258.5938
"407",325.4688
"408",270
"409",236.875
"410",236.7188
"411",236.7188
"412",236.7188
"413",272.1875
"414",298.125
"415",221.5625
"416",259.5313
"417",278.4375
"418",278.4375
"419",278.4375
"420",265.4688
"421",265.4688
"422",253.4375
"423",253.4375
"424",293.9063
"425",294.0625
"426",257.6563
"427",232.1875
"428",265.3125
"429",223.75
"430",223.75
"431",258.2813
"432",202.8125
"433",197.3438
"434",260.4688
"435",251.5625
"436",238.4375
"437",312.9688
"438",310.3125
"439",309.5313
"440",309.5313
"441",238.5938
"442",272.1875
"443",272.1875
"444",253.4375
"445",201.4063
"446",201.4063
"447",234.8438
"448",350.3125
"449",350.3125
"450",215.9375
"451",253.4375
"452",241.0938
"453",241.0938
"454",246.25
"455",231.0938
"456",244.8438
"457",245
"458",260.7813
"459",260.7813
"460",260.9375
"461",230.4688
"462",240.9375
"463",214.5313
"464",225.4688
"465",225.4688
"466",218.2813
"467",218.2813
"468",218.2813
"469",255.9375
"470",288.9063
"471",227.5
"472",316.7188
"473",214.0625
"474",212.6563
"475",252.5
"476",337.8125
"477",223.5938
"478",223.5938
"479",231.25
"480",231.0938
"481",231.25
"482",227.0313
"483",257.1875
"484",251.7188
"485",239.0625
"486",288.2813
"487",288.2813
"488",288.2813
"489",420.3125
"490",256.0938
"491",224.0625
"492",238.2813
"493",238.2813
"494",238.125
"495",272.8125
"496",303.4375
"497",303.4375
"498",305.4688
"499",279.5313
"500",223.75
"501",247.8125
"502",251.5625
"503",251.7188
"504",226.7188
"505",225.3125
"506",225.3125
"507",283.2813
"508",200.625
"509",193.9063
"510",313.125
"511",269.2188
"512",239.8438
"513",229.0625
"514",255.1563
"515",255.3125
"516",255.3125
"517",227.5
"518",225.3125
"519",226.5625
"520",247.1875
"521",246.25
"522",246.25
"523",246.25
"524",197.6563
"525",197.6563
"526",211.25
"527",294.5313
"528",228.4375
"529",230.1563
"530",327.9688
"531",223.5938
"532",245.4688
"533",290.9375
"534",290.9375
"535",282.8125
"536",282.8125
"537",246.25
"538",221.25
"539",197.6563
"540",246.0938
"541",208.9063
"542",264.5313
"543",264.8438
"544",264.8438
"545",229.0625
"546",275.9375
"547",238.75
"548",222.9688
"549",240.625
"550",240.625
"551",267.8125
"552",221.25
"553",221.25
"554",267.1875
"555",361.4063
"556",233.125
"557",233.2813
"558",354.2188
"559",298.125
"560",213.125
"561",236.25
"562",258.4375
"563",258.4375
"564",258.4375
"565",220.1563
"566",298.125
"567",243.9063
"568",257.1875
"569",260.3125
"570",262.3438
"571",262.6563
"572",262.6563
"573",201.4063
"574",241.4063
"575",222.1875
"576",249.8438
"577",254.0625
"578",253.9063
"579",276.0938
"580",216.25
"581",270.1563
"582",270.1563
"583",270.1563
"584",231.875
"585",231.875
"586",256.0938
"587",303.125
"588",350.1563
"589",350.3125
"590",233.5938
"591",233.5938
"592",233.75
"593",240.3125
"594",317.9688
"595",249.8438
"596",224.5313
"597",251.5625
"598",251.5625
"599",249.6875
"600",248.75
"601",248.75
"602",324.2188
"603",250.7813
"604",223.4375
"605",270.625
"606",270.625
"607",240.9375
"608",320.4688
"609",241.875
"610",241.875
"611",293.2813
"612",270.9375
"613",270.7813
"614",265.7813
"615",260
"616",227.8125
"617",352.6563
"618",362.6563
"619",362.6563
"620",362.6563
"621",301.5625
"622",301.4063
"623",272.1875
"624",225.3125
"625",301.25
"626",291.875
"627",291.7188
"628",201.4063
"629",201.4063
"630",201.4063
"631",290.7813
"632",238.5938
"633",246.0938
"634",246.25
"635",225.4688
"636",336.4063
"637",267.9688
"638",267.9688
"639",247.9688
"640",238.5938
"641",238.5938
"642",212.5
"643",210
"644",377.1875
"645",252.1875
"646",220.7813
"647",220.9375
"648",220.9375
"649",223.75
"650",260.7813
"651",241.4063
"652",258.125
"653",240.4688
"654",240.4688
"655",275.9375
"656",239.2188
"657",239.2188
"658",216.5625
"659",216.7188
"660",278.2813
"661",268.9063
"662",239.8438
"663",265.7813
"664",315.625
"665",239.2188
"666",239.2188
"667",231.7188
"668",243.5938
"669",243.5938
"670",237.6563
"671",212.6563
"672",298.125
"673",253.125
"674",240
"675",240
"676",240
"677",280.625
"678",235.3125
"679",216.25
"680",260.9375
"681",232.9688
"682",232.9688
"683",269.5313
"684",216.875
"685",216.875
"686",217.0313
"687",269.0625
"688",243.2813
"689",243.2813
"690",270
"691",246.5625
"692",232.0313
"693",225.3125
"694",242.8125
"695",242.8125
"696",260.4688
"697",260.9375
"698",238.5938
"699",228.4375
"700",248.125
"701",256.4063
"702",256.4063
"703",256.4063
"704",256.4063
"705",310.625
"706",222.3438
"707",224.0625
"708",254.6875
"709",254.6875
"710",254.6875
"711",254.6875
"712",228.5938
"713",220.1563
"714",220.1563
"715",225.9375
"716",268.4375
"717",268.4375
"718",265.9375
"719",294.375
"720",256.0938
"721",256.0938
"722",266.875
"723",266.875
"724",268.125
"725",268.4375
"726",233.9063
"727",235.1563
"728",279.5313
"729",325.1563
"730",237.1875
"731",237.1875
"732",237.1875
"733",237.1875
"734",240.4688
"735",240.9375
"736",260.9375
"737",290.7813
"738",290.7813
"739",204.5313
"740",257.1875
"741",257.1875
"742",267.8125
"743",246.25
"744",246.0938
"745",249.6875
"746",249.6875
"747",245
"748",287.0313
"749",285.9375
"750",285.9375
"751",286.0938
"752",244.5313
"753",223.5938
"754",219.2188
"755",301.875
"756",249.2188
"757",290.4688
"758",290.7813
"759",290.7813
"760",290.9375
"761",305.625
"762",226.5625
"763",324.2188
"764",232.6563
"765",232.6563
"766",219.375
"767",230.3125
"768",227.6563
"769",227.6563
"770",244.2188
"771",234.8438
"772",234.8438
"773",247.3438
"774",240.7813
"775",222.1875
"776",264.8438
"777",231.5625
"778",231.5625
"779",231.7188
"780",261.4063
"781",245.7813
"782",357.8125
"783",231.0938
"784",241.7188
"785",270.3125
"786",305.625
"787",253.4375
"788",253.4375
"789",216.0938
"790",245.3125
"791",262.6563
"792",260.9375
"793",260.9375
"794",249.6875
"795",193.9063
"796",268.4375
"797",268.4375
"798",257.3438
"799",258.4375
"800",258.4375
"801",277.9688
"802",277.8125
"803",250.9375
"804",293.125
"805",275.7813
"806",275.7813
"807",275.7813
"808",248.5938
"809",252.1875
"810",270.9375
"811",221.0938
"812",258.4375
"813",258.4375
"814",357.8125
"815",222.3438
"816",222.3438
"817",216.875
"818",278.5938
"819",238.75
"820",219.2188
"821",218.75
"822",295.625
"823",213.4375
"824",238.75
"825",256.0938
"826",256.0938
"827",258.125
"828",258.125
"829",271.0938
"830",245.1563
"831",278.4375
"832",232.5
"833",273.125
"834",273.125
"835",273.125
"836",216.875
"837",246.5625
"838",279.5313
"839",220
"840",224.8438
"841",225
"842",225.9375
"843",231.0938
"844",231.0938
"845",263.4375
"846",245.9375
"847",208.9063
"848",211.7188
"849",250
"850",236.7188
"851",334.5313
"852",223.75
"853",254.6875
"854",254.6875
"855",262.1875
"856",262.3438
"857",258.5938
"858",210
"859",280.3125
"860",280.3125
"861",263.9063
"862",263.75
"863",263.75
"864",269.5313
"865",242.9688
"866",243.125
"867",377.0313
"868",261.4063
"869",261.4063
"870",327.9688
"871",242.8125
"872",241.25
"873",241.25
"874",224.6875
"875",201.4063
"876",201.4063
"877",294.375
"878",294.5313
"879",266.0938
"880",235
"881",275.9375
"882",275.9375
"883",237.8125
"884",236.5625
"885",247.9688
"886",264.6875
"887",275.9375
"888",220
"889",225.4688
"890",225.4688
"891",234.0625
"892",234.0625
"893",294.375
"894",268.4375
"895",305.625
"896",247.1875
"897",247.1875
"898",234.8438
"899",251.25
"900",227.3438
"901",227.3438
"902",233.125
"903",245.9375
"904",245.9375
"905",193.9063
"906",326.0938
"907",237.8125
"908",207.9688
"909",207.9688
"910",210.1563
"911",210.1563
"912",231.0938
"913",107.5
"914",310.625
"915",218.75
"916",267.5
"917",230.1563
"918",230
"919",230
"920",230
"921",257.1875
"922",257.1875
"923",224.2188
"924",335
"925",335.4688
"926",263.5938
"927",298.125
"928",230
"929",230
"930",161.4063
"931",280.7813
"932",280.7813
"933",224.0625
"934",216.0938
"935",300.7813
"936",300.7813
"937",313.125
"938",313.125
"939",313.125
"940",244.6875
"941",248.5938
"942",242.6563
"943",305.625
"944",225
"945",225
"946",308.125
"947",265.625
"948",265.625
"949",216.25
"950",230.7813
"951",211.875
"952",248.75
"953",249.2188
"954",242.3438
"955",227.6563
"956",265.3125
"957",275.7813
"958",275.7813
"959",278.5938
"960",278.75
"961",279.375
"962",238.125
"963",220
"964",220
"965",220
"966",220
"967",220
"968",224.0625
"969",293.2813
"970",270.9375
"971",251.0938
"972",312.1875
"973",312.1875
"974",272.1875
"975",272.1875
"976",215.3125
"977",215.3125
"978",258.5938
"979",420.9375
"980",278.9063
"981",242.6563
"982",242.6563
"983",228.5938
"984",213.2813
"985",320.4688
"986",320.4688
"987",246.875
"988",246.7188
"989",246.875
"990",305.625
"991",291.0938
"992",231.25
"993",216.5625
"994",216.5625
"995",226.4063
"996",226.4063
"997",198.9063
"998",198.9063
"999",278.2813
"1000",223.5938
"1001",223.4375
"1002",383.5938
"1003",243.2813
"1004",215.3125
"1005",215.3125
"1006",320.4688
"1007",241.25
"1008",241.0938
"1009",325.4688
"1010",223.5938
"1011",251.5625
"1012",313.75
"1013",301.875
"1014",227.6563
"1015",227.6563
"1016",227.0313
"1017",260.625
"1018",300.625
"1019",267.5
"1020",250.625
"1021",242.9688
"1022",242.8125
"1023",340.4688
"1024",340.4688
