Campaign,Date,ProductID,Spend
EOFY Blast,2023-06-09,1177,1598.19
EOFY Blast,2023-08-20,1130,861.27
EOFY Blast,2023-04-13,1052,999.62
EOFY Blast,2023-07-03,1107,912.0
EOFY Blast,2023-04-24,1062,1273.4
EOFY Blast,2023-07-03,1139,959.02
EOFY Blast,2023-06-15,1090,548.74
EOFY Blast,2023-05-20,1057,1133.03
EOFY Blast,2023-01-08,1027,777.48
EOFY Blast,2023-01-12,1040,797.47
EOFY Blast,2023-08-08,1065,946.74
EOFY Blast,2023-10-24,1019,1227.84
EOFY Blast,2023-05-24,1038,1227.33
EOFY Blast,2023-11-15,1169,1194.07
EOFY Blast,2023-06-13,1143,1368.12
EOFY Blast,2023-08-21,1092,1192.57
EOFY Blast,2023-02-15,1068,787.43
EOFY Blast,2023-03-15,1150,1368.12
EOFY Blast,2023-12-13,1029,1016.42
EOFY Blast,2023-02-23,1088,872.89
EOFY Blast,2023-12-22,1149,1224.85
EOFY Blast,2023-02-09,1134,779.87
EOFY Blast,2023-08-13,1130,786.15
EOFY Blast,2023-06-20,1037,809.32
EOFY Blast,2023-06-03,1129,-1170.69
EOFY Blast,2023-07-19,1019,769.86
EOFY Blast,2023-12-04,1177,656.99
EOFY Blast,2023-10-06,1130,996.77
EOFY Blast,2023-01-07,1117,1265.58
EOFY Blast,2023-02-19,1152,894.63
EOFY Blast,2023-06-12,1196,1362.57
EOFY Blast,2023-03-23,1066,1446.84
EOFY Blast,2023-10-07,1065,1011.57
EOFY Blast,2023-07-09,1017,972.01
EOFY Blast,2023-01-10,1157,1184.83
EOFY Blast,2023-05-20,1006,1164.6
EOFY Blast,2023-02-16,1064,958.87
EOFY Blast,2023-10-24,1060,942.99
EOFY Blast,2023-03-25,1057,1353.24
EOFY Blast,2023-04-03,1172,1198.03
EOFY Blast,2023-11-24,1099,1078.28
EOFY Blast,2023-07-28,1150,1039.82
EOFY Blast,2023-05-22,1001,805.03
EOFY Blast,2023-01-10,1172,1083.99
EOFY Blast,2023-07-16,1171,1612.92
EOFY Blast,2023-07-27,1018,1431.25
EOFY Blast,2023-04-02,1053,1109.97
EOFY Blast,2023-12-16,1101,1181.61
EOFY Blast,2023-02-19,1120,941.35
EOFY Blast,2023-10-19,1110,755.88
EOFY Blast,2023-12-24,1050,1216.58
EOFY Blast,2023-09-11,1061,1055.27
EOFY Blast,2023-01-15,1002,1337.55
EOFY Blast,2023-09-06,1049,1028.39
EOFY Blast,2023-03-02,1177,1500.95
EOFY Blast,2023-04-21,1177,743.29
EOFY Blast,2023-06-12,1102,1011.97
EOFY Blast,2023-07-21,1034,1165.35
EOFY Blast,2023-05-23,1085,977.3
EOFY Blast,2023-07-10,1160,573.34
EOFY Blast,2023-02-12,1188,654.72
EOFY Blast,2023-10-20,1152,794.44
EOFY Blast,2023-03-22,1013,1283.26
EOFY Blast,2023-11-09,1160,650.88
EOFY Blast,2023-01-05,1166,84.38
EOFY Blast,2023-08-27,1097,1040.91
EOFY Blast,2023-11-13,1078,686.8
EOFY Blast,2023-07-01,1004,1532.82
EOFY Blast,2023-06-05,1120,1094.65
EOFY Blast,2023-11-17,1153,750.28
EOFY Blast,2023-12-11,1039,809.09
EOFY Blast,2023-07-05,1197,459.55
EOFY Blast,2023-02-02,1022,800.29
EOFY Blast,2023-02-19,1136,870.51
EOFY Blast,2023-03-14,1047,333.45
EOFY Blast,2023-04-11,1085,1340.84
EOFY Blast,2023-08-06,1181,909.13
EOFY Blast,2023-02-12,1067,1286.76
EOFY Blast,2023-03-21,1100,655.63
EOFY Blast,2023-10-14,1188,1121.22
EOFY Blast,2023-02-21,1122,1474.2
EOFY Blast,2023-04-06,1071,1405.41
EOFY Blast,2023-09-19,1156,1135.44
EOFY Blast,2023-10-11,1036,1115.52
EOFY Blast,2023-03-15,1068,1019.13
EOFY Blast,2023-07-25,1097,757.5
EOFY Blast,2023-03-09,1080,950.0
EOFY Blast,2023-04-04,1111,1301.98
EOFY Blast,2023-11-03,1157,925.95
EOFY Blast,2023-12-16,1149,1084.41
EOFY Blast,2023-04-02,1128,885.16
EOFY Blast,2023-01-04,1177,551.66
EOFY Blast,2023-02-17,1073,1123.9
EOFY Blast,2023-05-21,1033,368.85
EOFY Blast,2023-12-14,1030,902.06
EOFY Blast,2023-02-17,1166,664.04
EOFY Blast,2023-12-02,1099,1355.7
EOFY Blast,2023-12-01,1129,1051.51
EOFY Blast,2023-02-12,1110,1209.34
EOFY Blast,2023-03-21,1063,653.16
EOFY Blast,2023-03-02,1164,817.58
EOFY Blast,2023-10-13,1155,890.99
EOFY Blast,2023-07-28,1168,946.98
EOFY Blast,2023-05-02,1082,807.82
EOFY Blast,2023-09-04,1042,1260.32
EOFY Blast,2023-08-16,1180,613.92
EOFY Blast,2023-04-06,1017,712.99
EOFY Blast,2023-11-26,1089,784.16
EOFY Blast,2023-06-18,1072,1572.35
EOFY Blast,2023-11-01,1101,952.63
EOFY Blast,2023-07-17,1192,660.45
EOFY Blast,2023-04-17,1076,1226.02
EOFY Blast,2023-08-01,1015,674.08
EOFY Blast,2023-02-17,1189,1711.42
EOFY Blast,2023-02-19,1060,1339.74
EOFY Blast,2023-10-06,1014,1417.84
EOFY Blast,2023-09-20,1001,1483.85
EOFY Blast,2023-11-02,1131,995.94
EOFY Blast,2023-05-23,1182,666.34
EOFY Blast,2023-03-18,1128,1526.29
EOFY Blast,2023-03-27,1037,774.43
EOFY Blast,2023-06-22,1038,956.24
EOFY Blast,2023-06-28,1004,1448.11
EOFY Blast,2023-11-03,1104,854.4
EOFY Blast,2023-09-14,1127,1069.86
EOFY Blast,2023-10-01,1167,558.0
EOFY Blast,2023-11-09,1141,966.3
EOFY Blast,2023-01-21,1126,1613.77
EOFY Blast,2023-10-03,1104,1121.9
EOFY Blast,2023-09-13,1075,1269.34
EOFY Blast,2023-04-10,1048,624.67
EOFY Blast,2023-02-26,1103,750.34
EOFY Blast,2023-09-14,1136,1171.99
EOFY Blast,2023-07-25,1067,1269.18
EOFY Blast,2023-10-17,1022,-1167.4
EOFY Blast,2023-12-15,1101,1149.19
EOFY Blast,2023-09-10,1188,1129.82
EOFY Blast,2023-04-03,1091,675.5
EOFY Blast,2023-07-17,1154,789.03
EOFY Blast,2023-10-11,1180,514.2
EOFY Blast,2023-09-07,1160,402.75
EOFY Blast,2023-01-11,1085,1630.85
EOFY Blast,2023-11-12,1108,562.45
EOFY Blast,2023-10-14,1150,804.47
EOFY Blast,2023-04-15,1129,887.65
EOFY Blast,2023-04-04,1190,1295.34
EOFY Blast,2023-08-23,1188,1142.9
EOFY Blast,2023-10-02,1070,1066.02
EOFY Blast,2023-01-20,1198,778.27
EOFY Blast,2023-03-10,1185,1120.78
EOFY Blast,2023-11-20,1016,1218.26
EOFY Blast,2023-02-17,1104,908.85
EOFY Blast,2023-02-09,1000,937.13
EOFY Blast,2023-08-03,1112,1271.12
EOFY Blast,2023-10-05,1072,758.51
EOFY Blast,2023-01-07,1007,790.32
EOFY Blast,2023-08-16,1094,1187.03
EOFY Blast,2023-02-24,1074,904.25
EOFY Blast,2023-06-27,1179,733.67
EOFY Blast,2023-04-20,1019,942.39
EOFY Blast,2023-02-10,1035,1252.11
EOFY Blast,2023-06-04,1026,855.42
EOFY Blast,2023-12-09,1111,559.58
EOFY Blast,2023-09-20,1056,1196.13
EOFY Blast,2023-01-16,1172,1258.8
EOFY Blast,2023-02-23,1027,1213.9
EOFY Blast,2023-04-03,1009,994.13
EOFY Blast,2023-04-28,1141,1785.22
EOFY Blast,2023-04-18,1042,1412.05
EOFY Blast,2023-04-18,1026,1406.72
EOFY Blast,2023-02-13,1097,931.64
EOFY Blast,2023-07-18,1080,736.98
EOFY Blast,2023-08-18,1072,455.61
EOFY Blast,2023-01-19,1083,942.36
EOFY Blast,2023-02-03,1172,1186.82
EOFY Blast,2023-10-08,1084,1065.81
EOFY Blast,2023-01-20,1162,1616.06
EOFY Blast,2023-08-13,1099,1438.42
EOFY Blast,2023-06-12,1089,917.92
EOFY Blast,2023-03-24,1044,1235.93
EOFY Blast,2023-10-03,1058,797.8
EOFY Blast,2023-05-10,1073,852.45
EOFY Blast,2023-01-09,1180,893.36
EOFY Blast,2023-12-06,1107,1225.52
EOFY Blast,2023-09-17,1127,1041.52
EOFY Blast,2023-04-24,1119,1025.91
EOFY Blast,2023-05-03,1059,1048.71
EOFY Blast,2023-02-01,1134,699.85
EOFY Blast,2023-04-15,1196,806.86
EOFY Blast,2023-05-14,1192,709.0
EOFY Blast,2023-05-07,1171,866.7
EOFY Blast,2023-11-06,1137,1376.41
EOFY Blast,2023-09-15,1135,1304.37
EOFY Blast,2023-08-24,1120,355.21
EOFY Blast,2023-03-08,1159,799.8
EOFY Blast,2023-12-21,1052,1013.75
EOFY Blast,2023-02-20,1010,717.44
EOFY Blast,2023-10-20,1198,1270.12
EOFY Blast,2023-01-28,1149,1254.29
EOFY Blast,2023-04-05,1042,956.4
EOFY Blast,2023-09-02,1110,1004.95
EOFY Blast,2023-12-24,1138,833.87
EOFY Blast,2023-06-20,1032,1093.37
EOFY Blast,2023-08-23,1165,908.43
EOFY Blast,2023-03-14,1150,1135.88
EOFY Blast,2023-05-11,1165,1250.18
EOFY Blast,2023-08-28,1142,1112.56
EOFY Blast,2023-03-21,1129,971.36
EOFY Blast,2023-10-21,1010,889.59
EOFY Blast,2023-04-19,1168,483.74
EOFY Blast,2023-09-21,1180,933.0
EOFY Blast,2023-03-08,1164,774.07
EOFY Blast,2023-06-08,1142,706.09
EOFY Blast,2023-02-13,1181,1064.19
EOFY Blast,2023-10-10,1066,659.79
EOFY Blast,2023-01-22,1005,735.67
EOFY Blast,2023-06-09,1141,903.94
EOFY Blast,2023-07-14,1120,1101.25
EOFY Blast,2023-08-24,1192,969.8
EOFY Blast,2023-08-24,1067,1367.68
EOFY Blast,2023-10-12,1046,1018.34
EOFY Blast,2023-02-14,1196,1271.26
EOFY Blast,2023-08-25,1074,881.09
EOFY Blast,2023-11-21,1106,592.83
EOFY Blast,2023-02-08,1146,748.94
EOFY Blast,2023-09-23,1070,943.44
EOFY Blast,2023-01-07,1040,514.83
EOFY Blast,2023-04-09,1088,1028.68
EOFY Blast,2023-10-22,1028,1339.0
EOFY Blast,2023-08-08,1004,515.77
EOFY Blast,2023-04-01,1108,633.72
EOFY Blast,2023-08-18,1163,832.66
EOFY Blast,2023-05-25,1018,950.36
EOFY Blast,2023-03-28,1160,946.09
EOFY Blast,2023-03-01,1104,339.6
EOFY Blast,2023-05-18,1096,-1003.22
EOFY Blast,2023-11-06,1137,1222.82
EOFY Blast,2023-09-06,1152,954.85
EOFY Blast,2023-07-28,1054,1119.31
EOFY Blast,2023-02-02,1112,1187.62
EOFY Blast,2023-03-01,1003,1344.6
EOFY Blast,2023-12-09,1045,999.3
EOFY Blast,2023-04-02,1054,511.52
EOFY Blast,2023-09-24,1041,1162.48
EOFY Blast,2023-04-27,1038,1424.46
EOFY Blast,2023-03-18,1048,685.87
EOFY Blast,2023-01-14,1001,1602.82
EOFY Blast,2023-04-19,1171,464.05
EOFY Blast,2023-07-10,1191,642.03
EOFY Blast,2023-09-03,1108,923.25
EOFY Blast,2023-06-16,1036,1613.99
EOFY Blast,2023-11-07,1046,682.11
EOFY Blast,2023-08-20,1196,1196.22
EOFY Blast,2023-10-22,1136,774.46
EOFY Blast,2023-08-20,1002,1096.09
EOFY Blast,2023-06-01,1143,923.61
EOFY Blast,2023-05-15,1171,715.83
EOFY Blast,2023-12-26,1053,1326.24
EOFY Blast,2023-01-04,1033,1119.24
EOFY Blast,2023-12-27,1144,1066.55
EOFY Blast,2023-07-09,1073,1183.1
EOFY Blast,2023-09-05,1078,1057.94
EOFY Blast,2023-05-25,1181,909.28
EOFY Blast,2023-04-28,1055,1328.87
EOFY Blast,2023-01-15,1174,1025.18
EOFY Blast,2023-01-13,1002,1509.89
EOFY Blast,2023-12-23,1008,421.46
EOFY Blast,2023-06-09,1007,1050.11
EOFY Blast,2023-01-06,1195,1065.24
EOFY Blast,2023-01-07,1183,740.76
EOFY Blast,2023-11-18,1138,747.28
EOFY Blast,2023-02-22,1138,702.68
EOFY Blast,2023-09-25,1072,654.67
EOFY Blast,2023-10-11,1011,1320.63
EOFY Blast,2023-07-10,1010,948.93
EOFY Blast,2023-04-05,1006,1228.26
EOFY Blast,2023-08-19,1168,1130.45
EOFY Blast,2023-06-11,1188,875.57
EOFY Blast,2023-01-07,1106,944.31
