Campaign,Date,ProductID,Spend
Summer Campaign,2025-10-11,1020,1074.06
Summer Campaign,2025-10-14,1048,1124.83
Summer Campaign,2025-05-10,1069,724.95
Summer Campaign,2025-03-08,1115,641.15
Summer Campaign,2025-09-22,1063,1116.58
Summer Campaign,2025-10-21,1014,788.62
Summer Campaign,2025-11-23,1154,994.04
Summer Campaign,2025-03-26,1059,1555.05
Summer Campaign,2025-02-22,1118,929.43
Summer Campaign,2025-11-27,1136,928.15
Summer Campaign,2025-01-20,1094,1192.1
Summer Campaign,2025-01-15,1177,1159.56
Summer Campaign,2025-03-23,1174,931.81
Summer Campaign,2025-01-25,1135,1058.09
Summer Campaign,2025-01-17,1169,683.23
Summer Campaign,2025-04-05,1011,854.94
Summer Campaign,2025-06-11,1195,1162.64
Summer Campaign,2025-06-26,1127,834.35
Summer Campaign,2025-04-10,1140,902.71
Summer Campaign,2025-04-06,1069,1041.49
Summer Campaign,2025-07-19,1150,1135.89
Summer Campaign,2025-05-20,1085,1372.32
Summer Campaign,2025-11-11,1068,97.05
Summer Campaign,2025-04-21,1078,697.26
Summer Campaign,2025-04-10,1114,892.78
Summer Campaign,2025-01-07,1016,1417.07
Summer Campaign,2025-02-27,1195,1112.28
Summer Campaign,2025-08-13,1122,1186.51
Summer Campaign,2025-09-21,1187,1028.66
Summer Campaign,2025-06-11,1160,985.46
Summer Campaign,2025-12-18,1153,994.36
Summer Campaign,2025-05-13,1014,1082.78
Summer Campaign,2025-11-03,1054,1229.18
Summer Campaign,2025-01-11,1085,-975.91
Summer Campaign,2025-04-07,1147,572.55
Summer Campaign,2025-08-13,1009,1156.12
Summer Campaign,2025-06-15,1181,412.91
Summer Campaign,2025-01-18,1157,1405.38
Summer Campaign,2025-10-27,1008,906.33
Summer Campaign,2025-06-26,1076,1480.4
Summer Campaign,2025-11-21,1102,795.49
Summer Campaign,2025-12-17,1046,836.54
Summer Campaign,2025-02-14,1066,724.83
Summer Campaign,2025-10-21,1156,1003.08
Summer Campaign,2025-06-22,1067,1550.83
Summer Campaign,2025-08-15,1104,1508.63
Summer Campaign,2025-06-08,1178,913.97
Summer Campaign,2025-01-21,1153,1108.3
Summer Campaign,2025-01-09,1064,640.74
Summer Campaign,2025-05-05,1025,1645.84
Summer Campaign,2025-09-03,1000,1028.89
Summer Campaign,2025-08-19,1132,658.49
Summer Campaign,2025-08-11,1158,1362.95
Summer Campaign,2025-02-07,1147,1031.57
Summer Campaign,2025-12-12,1059,1118.59
Summer Campaign,2025-10-20,1047,1372.27
Summer Campaign,2025-08-18,1104,765.48
Summer Campaign,2025-12-11,1170,1534.75
Summer Campaign,2025-05-11,1011,968.27
Summer Campaign,2025-04-28,1040,1015.35
Summer Campaign,2025-08-23,1046,801.8
Summer Campaign,2025-09-27,1073,974.85
Summer Campaign,2025-07-20,1147,830.2
Summer Campaign,2025-12-15,1151,1178.08
Summer Campaign,2025-07-07,1165,765.94
Summer Campaign,2025-11-20,1191,452.61
Summer Campaign,2025-06-05,1094,1449.1
Summer Campaign,2025-11-20,1029,1356.88
Summer Campaign,2025-08-24,1123,1240.17
Summer Campaign,2025-03-09,1188,1140.35
Summer Campaign,2025-05-27,1060,1086.03
Summer Campaign,2025-08-15,1048,859.24
Summer Campaign,2025-05-01,1091,1056.63
Summer Campaign,2025-10-10,1120,661.36
Summer Campaign,2025-12-13,1155,841.48
Summer Campaign,2025-09-26,1022,1274.85
Summer Campaign,2025-08-17,1002,908.63
Summer Campaign,2025-10-06,1040,975.81
Summer Campaign,2025-08-25,1102,826.27
Summer Campaign,2025-12-17,1074,1373.14
Summer Campaign,2025-08-11,1070,856.18
Summer Campaign,2025-12-03,1175,656.19
Summer Campaign,2025-12-25,1099,845.39
Summer Campaign,2025-01-12,1144,956.61
Summer Campaign,2025-01-18,1014,717.85
Summer Campaign,2025-12-14,1099,893.24
Summer Campaign,2025-01-18,1137,935.32
Summer Campaign,2025-05-07,1054,941.93
Summer Campaign,2025-03-21,1144,854.76
Summer Campaign,2025-02-05,1145,1376.01
Summer Campaign,2025-11-21,1085,697.67
Summer Campaign,2025-01-16,1021,1181.09
Summer Campaign,2025-06-07,1181,1105.48
Summer Campaign,2025-04-24,1100,1401.5
Summer Campaign,2025-10-22,1076,1083.42
Summer Campaign,2025-02-12,1035,299.61
Summer Campaign,2025-02-15,1015,1031.81
Summer Campaign,2025-11-16,1146,851.01
Summer Campaign,2025-05-27,1024,1094.55
Summer Campaign,2025-04-26,1060,1545.82
Summer Campaign,2025-05-11,1102,947.73
Summer Campaign,2025-05-10,1197,1761.42
Summer Campaign,2025-09-08,1174,738.15
Summer Campaign,2025-02-10,1033,374.99
Summer Campaign,2025-01-08,1129,965.08
Summer Campaign,2025-09-24,1149,1204.94
Summer Campaign,2025-05-12,1155,1277.65
Summer Campaign,2025-05-27,1097,1466.97
Summer Campaign,2025-11-04,1024,1119.24
Summer Campaign,2025-07-05,1082,1190.45
Summer Campaign,2025-10-23,1194,1007.46
Summer Campaign,2025-02-19,1120,1224.59
Summer Campaign,2025-07-21,1148,552.6
Summer Campaign,2025-04-01,1167,1430.66
Summer Campaign,2025-10-16,1069,528.51
Summer Campaign,2025-10-17,1057,472.01
Summer Campaign,2025-04-08,1100,1156.57
Summer Campaign,2025-12-23,1185,1316.75
Summer Campaign,2025-07-05,1130,792.1
Summer Campaign,2025-04-12,1149,1706.23
Summer Campaign,2025-02-11,1095,489.3
Summer Campaign,2025-11-06,1081,405.07
Summer Campaign,2025-12-18,1143,788.82
Summer Campaign,2025-05-08,1153,850.51
Summer Campaign,2025-01-13,1028,1477.1
Summer Campaign,2025-04-05,1043,986.66
Summer Campaign,2025-01-22,1033,711.9
Summer Campaign,2025-04-19,1030,1174.73
Summer Campaign,2025-05-05,1059,811.77
Summer Campaign,2025-02-18,1194,694.05
Summer Campaign,2025-07-07,1088,983.27
Summer Campaign,2025-02-20,1196,662.87
Summer Campaign,2025-07-16,1098,875.85
Summer Campaign,2025-02-26,1083,637.67
Summer Campaign,2025-08-21,1127,1292.56
Summer Campaign,2025-01-01,1153,775.8
Summer Campaign,2025-01-03,1109,1737.53
Summer Campaign,2025-10-21,1025,1420.66
