Campaign,Date,ProductID,Spend
EOFY Blast,2022-07-20,1090,1294.18
EOFY Blast,2022-08-23,1072,1239.5
EOFY Blast,2022-10-17,1143,1212.98
EOFY Blast,2022-04-11,1158,1125.04
EOFY Blast,2022-08-14,1106,876.65
EOFY Blast,2022-05-24,1130,1171.93
EOFY Blast,2022-03-01,1113,608.01
EOFY Blast,2022-07-26,1184,906.18
EOFY Blast,2022-10-07,1136,1221.1
EOFY Blast,2022-12-28,1152,1306.07
EOFY Blast,2022-08-08,1189,963.66
EOFY Blast,2022-08-13,1174,1101.83
EOFY Blast,2022-04-23,1088,837.32
EOFY Blast,2022-10-15,1031,1213.53
EOFY Blast,2022-03-22,1022,1589.34
EOFY Blast,2022-11-15,1168,966.37
EOFY Blast,2022-10-25,1043,846.44
EOFY Blast,2022-05-16,1175,1318.96
EOFY Blast,2022-06-06,1040,1140.17
EOFY Blast,2022-12-05,1186,405.42
EOFY Blast,2022-02-21,1008,936.7
EOFY Blast,2022-02-01,1129,991.86
EOFY Blast,2022-03-15,1044,852.62
EOFY Blast,2022-11-04,1079,853.05
EOFY Blast,2022-06-03,1001,518.06
EOFY Blast,2022-05-06,1139,1349.24
EOFY Blast,2022-02-17,1087,1175.96
EOFY Blast,2022-02-19,1097,1445.48
EOFY Blast,2022-04-05,1074,867.95
EOFY Blast,2022-04-13,1112,1329.51
EOFY Blast,2022-02-17,1049,1157.57
EOFY Blast,2022-09-21,1005,826.86
EOFY Blast,2022-02-20,1088,721.5
EOFY Blast,2022-06-27,1193,373.45
EOFY Blast,2022-05-08,1072,1204.1
EOFY Blast,2022-03-26,1053,1302.9
EOFY Blast,2022-12-01,1006,1362.42
EOFY Blast,2022-09-18,1100,788.92
EOFY Blast,2022-05-09,1065,1248.02
EOFY Blast,2022-04-05,1117,756.81
EOFY Blast,2022-10-21,1039,1469.64
EOFY Blast,2022-10-28,1168,697.06
EOFY Blast,2022-03-24,1054,1028.85
EOFY Blast,2022-04-20,1189,1240.82
EOFY Blast,2022-06-19,1146,1137.81
EOFY Blast,2022-07-08,1138,1542.4
EOFY Blast,2022-11-26,1152,154.11
EOFY Blast,2022-06-23,1090,1351.33
EOFY Blast,2022-05-13,1066,1082.02
EOFY Blast,2022-05-04,1151,858.74
EOFY Blast,2022-10-04,1117,1578.97
EOFY Blast,2022-08-14,1176,958.51
EOFY Blast,2022-04-06,1149,1528.52
EOFY Blast,2022-05-09,1047,648.83
EOFY Blast,2022-09-11,1138,1060.88
EOFY Blast,2022-09-09,1163,862.15
EOFY Blast,2022-08-18,1131,1070.89
EOFY Blast,2022-09-24,1033,1123.15
EOFY Blast,2022-07-20,1017,872.7
