Campaign,Date,ProductID,Spend
Winter Promo,2025-03-10,1127,579.5
Winter Promo,2025-05-21,1060,1105.01
Winter Promo,2025-06-18,1032,1025.43
Winter Promo,2025-03-24,1172,1101.87
Winter Promo,2025-11-10,1037,628.6
Winter Promo,2025-01-15,1031,935.07
Winter Promo,2025-12-21,1088,704.38
Winter Promo,2025-08-08,1119,364.46
Winter Promo,2025-04-21,1144,819.8
Winter Promo,2025-08-19,1118,1760.22
Winter Promo,2025-06-22,1143,779.19
Winter Promo,2025-05-15,1057,-929.47
Winter Promo,2025-11-12,1199,1281.19
Winter Promo,2025-11-19,1196,1299.19
Winter Promo,2025-03-10,1159,1693.66
Winter Promo,2025-07-10,1043,1325.14
Winter Promo,2025-03-20,1115,615.93
Winter Promo,2025-01-09,1111,1480.73
Winter Promo,2025-01-06,1105,1166.51
Winter Promo,2025-11-02,1157,1005.07
Winter Promo,2025-09-02,1188,1249.79
Winter Promo,2025-09-14,1101,1029.06
Winter Promo,2025-09-27,1165,1069.65
Winter Promo,2025-07-08,1157,457.47
Winter Promo,2025-08-14,1175,1145.45
Winter Promo,2025-06-18,1159,1141.87
Winter Promo,2025-10-15,1048,1126.96
Winter Promo,2025-07-25,1076,1586.55
Winter Promo,2025-11-25,1039,1039.13
Winter Promo,2025-12-20,1052,1196.32
Winter Promo,2025-03-20,1153,958.36
Winter Promo,2025-07-06,1026,1700.72
Winter Promo,2025-07-26,1188,1042.78
Winter Promo,2025-10-01,1030,696.64
Winter Promo,2025-11-09,1131,1480.64
Winter Promo,2025-02-08,1021,1292.66
Winter Promo,2025-02-14,1014,1055.06
Winter Promo,2025-05-10,1072,801.94
Winter Promo,2025-03-28,1065,514.93
Winter Promo,2025-11-04,1116,1048.8
Winter Promo,2025-11-02,1052,867.27
Winter Promo,2025-04-02,1128,922.8
Winter Promo,2025-04-16,1177,834.46
Winter Promo,2025-08-21,1053,952.92
Winter Promo,2025-06-14,1155,1133.9
Winter Promo,2025-06-07,1032,902.77
Winter Promo,2025-08-18,1199,235.04
Winter Promo,2025-12-18,1186,-768.39
Winter Promo,2025-03-01,1059,1301.46
Winter Promo,2025-10-11,1156,758.86
Winter Promo,2025-12-02,1111,1118.63
Winter Promo,2025-02-21,1140,1028.32
Winter Promo,2025-12-22,1162,933.82
Winter Promo,2025-01-06,1077,884.84
Winter Promo,2025-10-14,1098,558.89
Winter Promo,2025-12-05,1026,1251.18
Winter Promo,2025-02-14,1179,1070.44
Winter Promo,2025-12-08,1000,1328.81
Winter Promo,2025-09-26,1187,879.87
Winter Promo,2025-12-12,1152,1090.13
Winter Promo,2025-05-19,1091,952.86
Winter Promo,2025-03-27,1069,1011.64
Winter Promo,2025-05-27,1028,489.31
